label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
0.0,0.7010895828111655,0.6668139199264445,0.21862539393167923,0.1213700563015801,0.03544081147099218,0.0020005911717809943,0.0021531508674840637,0.0026554477553645496,0.001344907783964677,0.000625228732114633,0.0019064436908899974,0.0018499770558120833,0.00033702075749691203,0.000584877460073567,0.000666008615481437,0.0005486486906318538,0.0003252796133320428,0.0005075529710619548,0.0005150611926537318,0.000411990377956772,0.0005290661083399552,0.000621285736748641,0.00015562495012562527,0.0003179593282264399,5.014069281410525e-05,0.0003148341310060698,0.00015431708896304785,0.00031124864775765754,0.0006575383190884135,0.001222302064595039,0.0009457554642111451,0.0006868282014296261,0.0009097548600675518,0.0013441171119449723,0.00014222834454767584,0.0008493386343300221,0.0005606310692894944,0.00044510314065678675,0.0010324601431980268,0.0009685132029135048,0.0004820223964441704,0.00040400554222606324,0.0003309520266781253,0.000397124990441281,0.00018144798605792062,0.00043217276214914147,0.00013477585906473648,0.00023025613837005679,0.00045262218212954725,0.0004657017421862098,0.00016031963384128205,0.0002420659091861024,0.00024631542772826664,0.00035122546925056574,0.00026331128235103113,0.0005488887709523648,0.0006247694936765009,0.0005511968841632781,0.0001477417463402812,0.00030839486973674977,0.0007273297415241163,0.00042087468506066034,0.00037260672925454894,0.0009847640474797443,0.0010466089324122948,0.0005194512160621679,0.00018997773163868418,0.00020277393296191172,0.0005057329948327489,0.0009092883716486048,0.0007459619353897721,0.0005277716295634329,0.0006762602607171634,0.000367266031525495,0.0005575842610959798,0.0006037136770401235,0.000284356070361684,0.00018054560148346628,0.0001382552803951162,0.00018258137406730731,0.00043090939003094346,0.0003398626651525352,0.0003264154335898587,0.00013596479987867,6.40143458793612e-05,7.198829250162899e-05,0.0001415715919807095,8.427642749082466e-05,4.226154245414924e-05,0.00030851344352277716,0.0003979842195925503,0.00024786508380802633,0.00018118831473736005,0.00035583236138908884,0.0002351339011921705,0.00015531598579042696,0.00013544929525736724,0.0002109842458560684,0.00026228471381789986,0.00032939037924360987,0.00014508283380670995,1.8141905801285633e-05,6.794945279218135e-05,7.739023750289463e-05,9.663832419755851e-05,0.00013544251474104666,0.0002026595767148158,0.00018245672562136955,0.0001993343949793412,0.00029782042437493923,0.0002930770552710322,0.00025867773739206827,0.00020448922779055386,3.503934803613392e-05,0.00026500149901424643,0.00027651788064469437,0.00017544458997711474,0.0001823064993771556,0.00018752420807263248,0.0001719102532371589,2.775014580905599e-05,0.00018372027322882014,0.0003135629977737647,0.00016846444466495246,9.335045449167547e-05,0.00011323565787322898,0.00019049160665612466
0.0,0.7480864815541127,0.6444266681991415,0.14761266498284517,0.0535191026671348,0.018782376267646925,0.0017023553995956632,0.002410941126961424,0.0022340094087772364,0.0003161675562264999,0.00037288966832284883,0.00048015196708037255,0.001389666312049268,0.002603501045548194,0.000788016090528814,0.0013398473118450148,0.0013907333145220114,0.00036534078712367155,0.0013084534282494925,0.00107226590749899,0.0010657947477669394,0.001409204736330742,0.0016248738717404047,0.00028790192257821626,0.0004832547534224402,0.0005035643213957316,0.0010221350716600932,0.0008623489283204692,0.0006886003625626564,0.0009827306313770978,0.000188279720845966,0.00033405423550577127,0.00018852793962651328,0.0003752922074635756,0.0006479096705722242,0.0009350646827155013,0.00042951626237731504,0.000661425118129342,0.0006020635474553741,0.0006027505674754277,0.0002532315471250808,0.0002579356309045678,0.0010172267285970208,0.0016713610326173813,0.0008492919338460063,9.849198487391794e-05,0.0003701053908344034,0.0008371024505648327,0.0008530119189066699,0.0006896913190719813,0.0003762748409055948,0.00019546992090648535,0.0007740571781162558,0.0009724561095146321,0.0001465515932270898,0.00039970604235700744,0.00042836742475154413,0.0005580499790659575,5.640310351093657e-05,0.00033519716605589605,0.0006761737269346305,0.001039400682422395,0.0005190014306227017,0.0009410770158753833,0.0008754809270162908,0.0011059732032696744,0.0009519957824372425,0.00012728737565348745,0.00042410144255365716,0.00025138529701693483,0.00119584705929208,0.0015108108334078974,0.0007527868118863608,0.0003042628322431556,0.000561565625201767,0.0006356171490544854,0.0007046339633210689,0.0006452456632679541,0.0003574459348952789,0.0007113210796890451,0.0003809212394285998,0.000565613977534145,0.0007941107985206617,0.0007533223493435458,0.0006110329851448734,0.0003775759406046872,0.000193793814438356,0.00041593209232655714,0.00038784366109474575,0.00015952863921062617,0.0003956496897687393,0.0005092334161936094,0.00038360739075212554,0.0004488515313090847,0.00012375780390912823,0.0006428889080494623,0.0008378891060189066,0.00042110098940993196,0.0004559289245909194,0.0004348656106406201,0.0003771504870392639,0.00017686365331096734,0.0004401435369858907,0.0001420625669996531,0.00044161572251102927,0.00043013386221197247,0.0003141742427421559,0.0003806212295467142,0.0002861177368271123,0.0004423853318118074,0.000257482919549498,0.0002708967928579508,0.0006515219589270145,0.0008182662655761536,0.0008342005542323279,0.0005593080543216645,0.0004719773564228537,0.00039256315059070344,0.00018446571628516462,0.0003605567230159962,0.0005236783682541355,2.5973934725396656e-05,0.00017586381700757523,3.056298162077929e-05,0.0001544311191037935,0.0003274999795039437,0.0003886338208923498,0.00036653819661683075
0.0,0.7172137676624402,0.6710745387869593,0.174804532803221,0.06429674393819086,0.019606014103553206,0.0009651137162799775,0.005349818693106197,0.004211474799993521,0.0020201816874207876,0.0018950038119820325,0.002977626523205554,0.0046841321028062615,0.0020594102633779672,0.00038677899069663107,1.789448325332456e-05,0.001242365028509982,0.0017759187358247959,0.002055323560538529,0.0018603501387418672,0.0007969649642753923,0.0007384107627375984,0.0024646794438639283,0.002390992379559702,0.0012700287970104725,0.0005098365060366094,0.00031682932434403283,0.0007241478011712661,0.0005434967063826583,0.0003687549765872467,0.0005406114161833108,0.00035318986736270863,0.00043217113718461986,0.0005831139769426395,0.0004661441237440372,0.00013750472833961482,0.00039830155406351566,0.0005961903671815199,0.0005713862214007513,0.0003527566531149724,0.00016672542883780457,0.0007742901033692225,0.0010855320787086522,0.0009060386471585078,0.0009510847068012006,0.0016111391294456729,0.002109020700066939,0.0010981746945734794,0.0003370968468444701,0.0004922963997151983,0.0008746529351831011,0.0008031391118835327,0.00022544047668735667,0.00045300942377453075,0.0009964522994845026,0.0007116674809645993,0.00023989445810760723,0.00015481794974996164,0.0003527146520700562,0.0005160882641950289,0.0009922535677301296,0.0010408405782892907,0.001491258121582247,0.001506469122698034,0.0015352523969302768,0.0007382533699391763,0.0002892432458381755,0.0012543022906230925,0.0017551855709387455,0.0012821754653388555,0.0008258686082593281,0.00015138932150383268,0.0014145085115023902,0.0018771011707970277,0.0015653822096427421,0.001105444874827279,0.0013624158501446262,0.0013352698299199687,0.0007582404936257862,0.0012053043741157927,0.0007504206359651957,0.0009496426934324286,0.0007084804597211038,0.00024598561945859016,0.0008402646199971412,0.0005273832175036248,0.00039593362486282186,0.0008566052252939591,0.0013608497951108902,0.0006543975824004556,0.00030607350014442275,0.00039375939277733516,0.0006355562505454392,0.0008690303454470709,0.00036443974223955843,0.00023768697755337942,0.0003625394199946603,0.0011490298347291746,0.0008686632360710874,0.00034425786825046577,0.00021578194136188592,0.00021840697112123446,0.00033208020251166705,0.0002943224415510677,0.0003732928789012718,0.0005716899806953133,0.0002565124976945677,0.0005106097487307745,0.0010349760261376363,0.000805379229144421,0.0003794106304556266,0.0006499615124360576,0.00044027448231963767,0.00034832082576128964,0.0003717492728685994,0.00041433421143380263,0.0005430397401769753,0.0007871123426283405,0.0007851984549462977,0.0007734806238731646,0.000620118381817697,0.00028976095138983005,0.0006428963091307843,0.001291687541877824,0.0012069278151662056,0.000512926828323714,3.903348193692506e-05,8.491414508115355e-05
0.0,0.7035629378976346,0.6887733420799611,0.15098782550789208,0.08383091788801249,0.026658294937853506,0.0006611252245489173,0.0020133615078050354,0.0024315393005561333,0.0013614499269340003,0.0010683203653072454,0.0017589152939348474,0.0013470845907727384,0.000923467972345919,0.001252983728335386,0.0008601122316422154,0.0010310437554835782,0.0006328513357323492,0.0007034395044584501,0.0014208967255530734,0.0008038886199141657,0.0005092891184224392,0.0008890710723417256,0.0008321432323819734,0.0005930376324052952,0.00029627296125736937,0.0003494154298262867,0.0006845367431994996,0.000632853608403017,0.0009748373949746446,0.0012293432578042295,0.0010870910861660854,0.0012761481684780338,0.0012138043230424534,0.0004075300259590925,0.0006239829579167029,0.0007787355408209357,0.0003130442558070195,0.00023018961990460475,0.00048043051162421284,0.0007411996514384103,0.00026452091037536713,0.00023694006357165902,0.0003403792590548098,0.0002812164057421432,0.0006656996976861906,0.0005785009336431699,0.00017415018041558902,0.00017566227813043309,0.0005138381542405323,0.0003564980798917762,0.00034579879557580003,0.0003652016284767374,0.00018885619546741054,0.00028642580375181547,0.0004245655045894877,0.00040547177979018644,0.0009956116147362415,0.0006000896457505196,0.0005742886248708518,0.0015212455240940774,0.0009798229829954747,0.0005257019814190106,0.0006624111947389911,0.0005522455480246758,0.00021455422598154917,0.00016362560921556114,0.0006945246503277349,0.0007649100862088192,0.0005141595848834694,0.000489976823975085,0.0004473516635153747,0.00040010847797918215,0.00016261938638229763,0.0005058394688282666,0.0006655127457004531,0.0003982129498128122,0.0005239327995868444,0.00019433860219337474,0.00042740290829669113,0.0004984435048581142,0.0002269525085362084,9.502547112209349e-05,0.00035151634813283654,0.0003898465029402833,0.00043464338712337596,0.00044767749330265757,0.0004610370718390662,0.0003125390982848777,6.596803464399518e-05,0.0003689343297249429,0.0006413776185399356,0.00041679620302532093,0.0001718300026800108,0.0003127973611177195,0.00012332394491682347,0.00011540642134795201,0.0002397325171376098,0.00041658621811760545,0.00020608526226209486,8.266507238761613e-05,0.00040803289404045263,0.0006145133971627969,0.00021952550014765453,9.208712344222933e-05,0.00025266717030525903,0.00024918778519589273,0.0003369974814873198,0.00016332903793091303,0.00018547565211042417,9.877754889031687e-05,0.0002679268620071752,0.00021859459907916858,0.0003560994764745396,0.0003822430712284694,0.0003494004303601734,0.00031499814965861654,0.0002817710101923701,0.00036234274167470183,0.00042518759633477984,0.00020702602090829015,0.0004851046271909866,0.00041593133992354556,0.00028239968794911734,0.0001657658075071544,0.00030049762884153456,0.00033441283734126525,0.0001120614829586953
0.0,0.724212530994751,0.650596982494913,0.16132057327759505,0.15591443569571828,0.04291248053938905,0.00254665599046611,0.004472167258355968,0.004286251394030947,0.0013235697546372786,0.0004124988170483054,0.0011520192264030662,0.002150858178359424,0.0007399045783004902,0.0004524982053235539,0.0005752303238961154,0.0004945359524757955,0.00012349022672370039,0.0006870930093993745,0.001083514062215696,0.0007077632571904675,0.0005581190044632133,0.0009273692223523436,0.0005581085080803589,0.0003063721199873531,0.0004688441783534441,0.000592163053456213,0.00018410389100082317,0.00023359265980853102,0.00026958295099556895,0.0001994566588317954,0.00027902730794229124,0.0004514871265497168,0.00017319664475094296,0.000799948618954003,0.0003900261030232752,0.00039592910628263617,0.00016440318571158896,0.00014417005040370925,0.00019211173266891937,0.00018324294546227414,0.0003409945477851817,0.0005192296258610161,0.0005742368320940161,0.0005633488028034362,0.00034652069261454,0.00037625388606062266,0.0003205694111927173,0.00020977497098757415,0.00011799414308580116,0.00023210917531715363,0.0003386816660625153,0.00016188937620864295,9.901857593846739e-05,0.00011141479041197246,0.0002925627669367904,0.00033842772552046573,7.908895979905963e-05,7.780219161828108e-05,8.373506932226139e-05,0.00018290907470685822,0.00011717172471993938,0.000204641095183864,0.00013494248870325038,0.0001043260688290222,0.00017567224695946474,4.1549194614975595e-05,0.00025776587057721147,0.0002792370322769818,0.0002466629466141588,0.000318362859691498,0.000440285238058119,0.00028573064969716075,0.0002930584582860123,0.0003132204663122415,0.0003367286910783995,0.00026637268374235003,0.0004316995523377622,0.0003962644774620802,0.0001745037658661502,0.0001310173596838423,5.928804070583201e-05,0.00015257772689585724,0.0002727193657102928,0.0002118461270148793,0.0002469736669439016,0.0002196681142157142,4.072509532719339e-05,9.059462906086958e-05,0.0001316053372393153,7.795428130866455e-05,0.0002845240219639131,0.00031485414469391786,0.00020003345726040425,0.00010047825117260822,0.00014868373454388482,0.00011306918376165141,0.0002528180999928465,6.817669940118431e-05,7.512878059975534e-05,5.462065946735815e-05,0.00011769304976045694,0.00010736109386392125,5.747754919861926e-05,0.00013775572944305366,0.0001181738223778846,9.884692005935941e-05,0.0002330866852504429,0.00023027097079181318,0.00016322977967530317,0.00021126755628079723,0.0002590951430014527,0.00023789196928393548,0.0002039039202633113,8.497932300119834e-05,1.7991448729827263e-05,6.392530085761513e-05,4.6337432822262684e-05,1.8184926470267885e-05,0.00010523712586998788,6.919123314684631e-05,0.00016610491484458925,0.00010765273672196337,7.779279427235084e-05,0.00011391716643727638,0.00013115442651972592,0.00024035423954708174,0.0003367802170537344
0.0,0.6805069169397977,0.6638155410093662,0.1515605256189735,0.25562535133470227,0.0865852831000538,0.008671018186426046,0.01400349892565551,0.01061989087278674,0.0027689541501680656,0.000622109455679371,0.002810159108389065,0.003881229166721035,0.0014050844588469542,0.0010660576057989026,0.0006821686613235153,0.00039666361676549323,8.215738590461453e-05,0.0010549310853309407,0.0020162826019703263,0.0016898510023805541,0.00052461977454193,0.00016425829912393783,0.0007518980944229032,0.0006061590960587559,0.0006917949664226833,0.00044452722778636573,0.00012270399265317685,0.0002866968456062966,0.0005000043566623707,0.00045018076010058843,0.0007798226212693213,0.0010919838757805541,0.000797605207816823,0.0001988041061872179,0.0001398237389878752,0.0001250574366894103,0.0006624186282786731,0.0007159609318341974,0.0006325171238351146,0.0005306207958573741,0.00024187260167301885,0.00045030752047824736,0.000649190378632624,0.0007671092087257275,0.00029305252056896996,0.0001228437319711868,0.0005362618885742908,0.000281164923934003,0.00031482397682091093,0.0002484713471849963,0.00022690994902996244,0.0002460210001798481,0.000254745582360359,0.0004448727877008485,0.0008563598310443197,0.0006329815433084367,0.00031557713681846687,0.0007301197888330948,0.00043261789001254505,0.0004314613432666968,0.0007987595061618844,0.00048711056795099,8.759604654496032e-05,0.00021494759521980424,0.0003007136738026143,0.00037075317890123696,0.0004759097228751687,0.00018760447005941618,0.0007677542588940145,0.000137023886732535,0.0010903863673667185,0.001291639294946707,0.0008105755678716242,0.00032875806193894514,0.0008738651111256265,0.0008445992733261733,0.0003767855921198748,0.00011339078373184377,0.00027456302269668033,0.0003735934764537914,0.0003284783317080062,0.0005046486638852161,0.0002519966916271089,8.554362774822813e-05,2.3291006361362423e-05,0.00016209587372062302,0.0002650818445186231,0.00029293984607424125,0.00010874082742936573,4.1817282361036946e-05,0.0001581413896451151,7.072479853017513e-05,0.0002745381746977273,0.00036477827977116295,0.00023191402200146483,0.0001365681284473025,0.0002449717824498194,0.0003963403926952133,0.00030895138662777143,8.595206322408038e-05,5.800124531840531e-05,0.00010666282887652314,5.186236679285878e-05,9.453338122203418e-05,8.703909228201514e-05,9.760764195414246e-05,0.00016378518375580574,6.157129748555104e-05,0.00027033119815902766,0.0001237557592700923,0.000288842243170484,0.0002431573772136794,0.00010613335535683583,5.9671692981362044e-05,0.0001368153150466652,0.00028062197819941556,0.000292437759489863,0.0001312475703619381,5.530881028446636e-05,0.00017385496056227664,0.0001480656684420074,5.6649605258067237e-05,0.00013696190433156908,8.533154785848522e-05,0.000150823331241334,0.0002496604247130159,0.0001300783115937358
0.0,0.6586518926218949,0.6743901749479126,0.21383545189675343,0.2393005380819998,0.08724363343798323,0.01493827364122154,0.018338119032399142,0.010676705343533125,0.0019619580863475916,0.0029108993253065133,0.002506734275616102,0.0032536049298595954,0.004341701833661197,0.002223524245353704,0.001666047427214602,0.001596314561384468,0.0009663773547640667,0.0013362375678527768,0.0031267853170331493,0.00270373826082411,0.0010350657521072454,0.0010692116772727564,0.0008524725567874208,0.0003233151708100079,0.00029159655535513723,0.00022215127421824245,0.00016917944807370709,0.0001493718401228779,0.0003883731040978905,0.00039762583182797274,0.00031745252685026575,0.00040340173846768317,0.0008038372286096493,0.0007566458386931729,9.872539163336123e-05,0.00012405427116358515,0.00036289155476187983,0.0005597701856335255,0.0007522190073403414,0.00025150438998285894,0.0006238284088490797,0.0008196592911626539,0.000488052242967356,0.00018666829579092124,0.0005215500961407225,0.0008103955078576991,0.0004889643484341825,0.00030686947780578564,0.0003994824644428055,0.0002442170734606259,0.00023864333257242817,0.0004946165648205322,0.0002872135955495868,0.00021148024463073397,0.00023801910064000546,0.0004839622408339463,0.00021947455696890553,3.794263320937533e-05,0.00033843119507380513,0.000704350826907675,0.0005609619199263204,0.000895323884200706,0.0010554281241461658,0.0006556288745284394,0.00027556920332410053,0.00020366642680697683,0.0005377311682332876,0.0006350191542111859,0.0009834319809691836,0.0007223315034139339,0.000783393798572667,0.0009598292878964499,0.0003385025010664594,0.0010763352237122782,0.0013376754001908466,0.00033310656645737586,7.505458157775526e-05,0.0004202562171767348,0.0003845806438187243,0.00020682186287698332,0.00037204937880700427,0.00012029272944572816,0.00022135404207988688,0.0004804828273120781,0.0003431461194750349,8.762770151807131e-05,0.00017880074549065636,0.0002889697680344607,0.00020156100523754228,0.0003190166759579541,0.0002983784753455392,0.00028988096604601766,9.118608474940834e-05,0.0001292684365275082,0.00021206763670890495,9.480778302476752e-05,0.00013255017308080034,0.0002332391229373141,0.00028019843323998463,0.00022035189605434832,0.00029641352989141415,0.00014747590825060512,0.00020320336713475063,9.163662261936793e-05,0.0001090672738760268,0.00013585577618917266,0.00014926374855876503,4.36475695854416e-05,0.0001039075501081333,0.00011039518924343111,0.00025147233262463534,0.00021110172285914057,0.0001221992229153797,0.00013684743975276925,0.00018655563303027255,0.00013701606179152443,9.350379006972626e-05,0.00017961091439171108,0.00019852730978044527,0.00011591784187963004,6.203886524483661e-05,6.463116177453035e-05,0.0001456154971314381,0.00014049323588818257,3.152516000756055e-05,0.00010595802414406091,0.00013457044164007478
0.0,0.6271841112838444,0.6333127784899056,0.1436723268307381,0.3977934179402758,0.15295455306899286,0.028608334614978095,0.037319790036347666,0.023026216794511885,0.002018620998504032,0.0013363247167152374,0.009877488704831381,0.01589550238386115,0.00777302205031472,0.0013319714090389064,0.0006048039276154182,0.001670583131160524,0.0009693957184543118,0.003415664943461168,0.0074102959747696425,0.004664210969306256,0.0008714812906098443,0.002677897823565702,0.0018342139876945007,0.000515923489599291,0.0008807947688339896,0.0008885149174267535,0.0004298871202310495,0.0004731557770752626,0.0009774658746263237,0.000734882360732196,0.0006275604796067145,0.0013647704163263208,0.0009031944135824986,0.000286256176474104,0.0007124593454662084,0.00044037923691843514,0.0003192167676490599,0.0008086734064936234,0.0011131864176609533,0.0003073858237181093,0.0004493301386950745,0.000550589038016094,0.0005507574246179258,0.00023567717634296757,0.00036101596320306425,0.0005411458197344472,0.000666155390820497,0.00022155801682757602,0.00028030712514580554,0.0003272443033362053,0.0004105471501766385,0.0006845526061995186,0.00032176170067426595,6.812196259852653e-05,0.00020430750578273778,0.00025696272168627103,0.0001368543007394775,7.117705800602125e-05,0.00017426131984584606,0.00022368566231333045,5.215190350583496e-05,0.00031808538304115664,0.00031329446964621085,0.00037600903863057266,0.0002951604137361193,0.00021032415737750164,0.0002851664912968919,0.00035536468890970646,0.0002474835268355293,0.0003030318206985042,0.0006501906424210252,0.0005737459029092828,0.0001721167539899324,0.0005663846530323811,0.0003508683035155308,0.00038319652739034486,9.917744312933637e-05,0.00016258264497266033,0.0001360045976752462,4.555144112469427e-05,4.722550778848385e-05,2.7860120744918493e-05,8.625068681107601e-05,4.631905582962923e-05,3.6361277049087264e-05,0.00011726568267849652,0.00015827439050621306,7.141849171569706e-05,7.241677991824075e-05,8.095808285123138e-05,6.3055087407187e-05,3.9142090457118e-05,4.690391931051123e-05,4.4724486811652784e-05,5.965145041675262e-05,0.0001510934370671033,0.00012349858357328013,5.5496362763053665e-05,0.00011411571235135184,5.4319096542680486e-05,1.1748884911815662e-05,4.3855545153334956e-05,2.2852212304693988e-05,4.4656703148594906e-05,6.722484743894823e-05,7.051619895657162e-05,5.484021007771616e-05,5.6161705577397845e-05,0.00012591806194029334,0.00015414242795109512,0.00011397480490408993,8.891713885034043e-05,4.50236400488318e-05,3.280807876717236e-05,8.31207138480059e-05,6.939276362415553e-05,2.5520848008202765e-05,4.832932649006289e-05,6.079908114853995e-05,1.208987322745538e-05,3.201622943223049e-05,9.995920779658847e-05,0.0001037150267589176,9.427163261510908e-05,0.00012085388817581362,1.4764627878088905e-05,2.7519582698137383e-05
0.0,0.6439674288476984,0.6234416973327623,0.10829604101902876,0.40171120995325227,0.14708397866557688,0.02240214664866442,0.0278629351211109,0.021806397391127642,0.0061695415283018066,0.0032702428928892526,0.004625440386193418,0.006378847260032811,0.0027901962352697516,0.0010625000695800493,0.0007270428850113887,0.00010716691765836322,0.0004327478994145665,0.0008869168483668686,0.001966190802201291,0.0015089282995976053,0.00013252846457155858,0.0007254203411010394,0.00033450385229381256,0.00023230496476653458,0.0004935150879792164,0.0006484759189948858,0.00033899293364363716,0.00019421572541719362,0.0004986385368729272,0.0006295250041345752,0.0009317394788082835,0.000621381692382181,0.00026290494450456614,0.0008103277067433171,0.00046390321997968805,0.0003382291152923413,0.0005194787236991401,0.0006911056010039434,0.0007626019312401095,0.0005447966046016006,0.0004284109331174227,0.0002467331941446508,0.00038771932588285317,0.00026212458503044637,0.00014329144417011335,0.0003157447682469256,0.00013428078055224775,0.00017398055746702205,0.00018342547374584724,0.00034084382149457177,0.0005578955920766755,2.0657970267540326e-05,0.00018207408246306993,0.0001994741530314915,0.000268912488997492,0.00021308119341284802,0.0002650337606094397,0.00020385925683109887,0.00018840010453024963,0.0002063693709560453,0.00040001461753983385,0.0004835828559428312,0.0003784830124025661,0.0008352885992486957,0.0005174272464703479,0.00039348950512523045,0.00015631221910385155,0.0003840612098744888,0.00015001381960830703,0.00017126414687769484,0.00043238578751756367,0.00030564724990546507,0.00043203308138791747,0.0006747186176232392,0.00047138052467848477,0.0005732734848310922,0.00016044006290604572,0.0002808117661347807,0.00020425541897916197,0.0002530734007400473,5.600264590464474e-05,0.00010269897602607832,4.616445227342527e-05,0.0002663322098017215,0.0001853046433447539,0.00012010181681259383,0.00014823068247417015,0.00011265322513893556,4.828436384412365e-05,3.8951145748760324e-05,0.00010082933549168284,0.00015045225860854753,5.445072740270136e-05,8.715173116947544e-05,6.384960345265768e-05,5.87122420473527e-05,7.709091702624205e-05,0.00012989806372296303,7.052082772683099e-05,0.00015003165783997053,0.00015839188578113572,9.339033946502996e-05,1.1195287749294444e-06,6.254938741529373e-05,8.821945698583427e-05,8.495748165942809e-05,0.0001165641675371438,3.6837168455539936e-05,3.7450489589568196e-05,9.527492613481751e-05,0.00010567543230924552,0.00010044571024766199,3.117765724909442e-05,1.739949477604188e-05,5.841335006568269e-05,5.683419984082278e-05,0.00014830425900151797,0.000200712965925751,0.00010949658033709294,0.00010281046341601155,3.154335286678009e-05,6.561466376300636e-05,4.4879395925880936e-05,4.941084678577781e-05,0.00010407306449950553,0.00010150895112756499,1.3682017953596255e-05
0.0,0.6957328689554272,0.6728036403773964,0.20941467668412586,0.13377264236816194,0.03874062972896765,0.0009330166908587965,0.0006997327803939606,0.0012706233009173896,0.0004265873547469873,0.0007486622834894622,0.00018753016117227566,0.0012619197879038414,0.001023787355385831,0.00047907383150514723,0.0005415841396144611,0.0007613701669047638,0.0003453768540045236,0.0010434773790097235,0.0018884110818740074,0.001799979778978523,0.0005247002901492564,0.0009850713398743634,0.0009700078607578006,0.0007321948112732208,0.0011617367724111297,0.0009837010458855933,0.0004273719188185191,0.0001291002135185893,0.00027102165243350136,0.0004824865449745817,0.0007333073611172875,0.0002917484631945652,0.000634671321656117,0.0008967361896356123,0.00032150408054961105,0.0004870310450542703,0.00025758790607582227,0.0003773173602932412,0.0004642618354720811,0.0003510652851343885,0.0005957235344893079,0.0007078302757438947,0.0008059831580133622,0.0009435805584331354,0.0008162657108524268,0.0004969076992544943,0.00046854194041419394,0.0006366769837902433,0.0004226290934137787,1.7772033492024105e-06,0.00029505521608529344,0.0004842915578291853,0.00019939313519072184,0.00037899801088848545,0.0001548402760087202,0.00036656593412775205,0.0005552300150503842,0.0004870608552833185,0.0004944562574470172,0.00032855232759239437,0.0012694963493576088,0.0015866779258588688,0.0011100879555101994,0.00024229363856103484,0.0007919069762007465,0.00060612708516222,0.0003897617135649804,0.00019344096918288433,0.00040857839506220587,0.0003786989440495318,0.00042869209007892907,0.00046197870054650415,0.00026572592847502394,0.00036043826577755234,0.0004541452705221134,0.00033186824910579055,0.0001671782398528562,0.00018488792326038333,0.0005180700620921565,0.0004193535204609639,0.0002756430539895141,0.00016120500330997,0.0002242485179917656,0.00018504625058950473,0.00040753695940300274,0.00040891567832678774,0.0002583605834818324,0.00038095830014459,0.00026087367346757945,0.0003350302142345516,3.38931415935639e-05,0.0002705985485695541,0.0003901859250630127,0.0001603385483737711,0.00010395991808785841,0.00027378568371254564,0.00047310573335113896,0.0004598947546195948,0.00033102616627864976,0.0002657008200657636,0.0001739222690885996,0.0002102148398664933,0.00034168884126141186,0.0001871959519015626,0.00016993036371871952,0.0001356317387237014,0.00013396338295775445,4.132097012299072e-05,0.00020136673270756183,0.00015946582847388687,0.00013477937762375973,2.197194111860352e-05,4.8166917599977277e-05,0.00017000773538294474,2.561604240469694e-05,0.00018491096457871217,7.526718718606984e-05,0.00016568189295701125,0.00013289814398535324,0.00020466756704175606,0.00028626225808065496,7.864774787552173e-05,5.769221959748565e-05,0.000164801808551399,0.0002784966222532529,0.00038916588769581596,0.00020521847840916996
